90,819,94
90,819,1
90,2753,55
90,2753,1
90,4646,41
90,4646,1
90,883,35
90,883,3
90,2904,41
90,2904,4
90,2330,444
90,2330,5
90,94,23
90,94,9
90,1827,130
90,1827,11
90,3487,66
90,3487,12
90,1068,176
90,1068,13
90,3803,127
90,3803,14
90,520,70
90,520,16
90,3893,69
90,3893,17
90,3313,81
90,3313,20
90,4950,82
90,4950,21
90,2293,157
90,2293,25
90,4900,126
90,4900,28
90,2410,71
90,2410,33
90,4231,227
90,4231,41
90,950,89
90,950,53
90,4153,124
90,4153,67
90,899,130
90,899,108
90,4812,228
90,4812,215
90,1179,719
90,1179,668
