90,819,391
90,819,1
90,2753,361
90,2753,1
90,4646,298
90,4646,1
90,6479,206
90,6479,1
90,8415,185
90,8415,1
90,336,222
90,336,2
90,7064,113
90,7064,2
90,4744,525
90,4744,3
90,2619,433
90,2619,4
90,604,218
90,604,5
90,988,162
90,988,5
90,3171,252
90,3171,7
90,6029,506
90,6029,8
90,9420,91
90,9420,9
90,759,536
90,759,11
90,8746,185
90,8746,11
90,5584,122
90,5584,12
90,2740,243
90,2740,13
90,1038,138
90,1038,13
90,8805,380
90,8805,13
90,6315,196
90,6315,14
90,3655,529
90,3655,16
90,9300,79
90,9300,16
90,7074,135
90,7074,16
90,4936,348
90,4936,17
90,4379,449
90,4379,18
90,5251,205
90,5251,20
90,6423,529
90,6423,21
90,6150,79
90,6150,21
90,9344,991
90,9344,23
90,1111,78
90,1111,25
90,6067,304
90,6067,25
90,860,117
90,860,28
90,2750,252
90,2750,30
90,3004,115
90,3004,33
90,3391,149
90,3391,35
90,2861,220
90,2861,40
90,5696,188
90,5696,44
90,1870,74
90,1870,50
90,2298,229
90,2298,56
90,7820,131
90,7820,63
90,9521,185
90,9521,71
90,4829,308
90,4829,91
90,8701,193
90,8701,121
90,7191,391
90,7191,177
90,7570,375
90,7570,273
90,285,554
90,285,477
90,172,945
90,172,881
